ENCFF001SOF_hg19_HS  
ENCFF001UUU_hg19_HS  
ENCFF001UUV_hg19_HS  
ENCFF001UUW_hg19_HS  
ENCFF001UUX_hg19_HS  
ENCFF001UUZ_hg19_HS  
ENCFF001UVC_hg19_HS  
ENCFF001UVD_hg19_HS  
ENCFF001UVE_hg19_HS  
ENCFF001UVH_hg19_HS  
ENCFF001UVI_hg19_HS  
ENCFF001UVK_hg19_HS  
ENCFF001UVM_hg19_HS  
ENCFF001UVN_hg19_HS  
ENCFF001UVO_hg19_HS  
ENCFF001UVR_hg19_HS  
ENCFF001UVS_hg19_HS  
ENCFF001UVT_hg19_HS  
ENCFF001UVU_hg19_HS  
ENCFF001UVV_hg19_HS  
ENCFF001UVX_hg19_HS  
ENCFF001UVY_hg19_HS  
ENCFF001UVZ_hg19_HS  
ENCFF001UWA_hg19_HS  
ENCFF001UWB_hg19_HS  
ENCFF001UWE_hg19_HS  
ENCFF001UWF_hg19_HS  
ENCFF001UWG_hg19_HS  
ENCFF001UWR_hg19_HS  
ENCFF001UWS_hg19_HS  
ENCFF001UWT_hg19_HS  
ENCFF001UWU_hg19_HS  
ENCFF001UWY_hg19_HS  
ENCFF001UXA_hg19_HS  
ENCFF001UXB_hg19_HS  
ENCFF001UXC_hg19_HS  
ENCFF001UXD_hg19_HS  
ENCFF001UXE_hg19_HS  
ENCFF001UXF_hg19_HS  
ENCFF001UXH_hg19_HS  
ENCFF001UXJ_hg19_HS  
ENCFF001UXK_hg19_HS  
ENCFF001UXL_hg19_HS  
ENCFF001UXM_hg19_HS  
ENCFF001UXN_hg19_HS  
ENCFF001UXO_hg19_HS  
ENCFF001UXQ_hg19_HS  
ENCFF001VYP_hg19_HS  
ENCFF001VYQ_hg19_HS  
ENCFF001VYR_hg19_HS  
ENCFF001VYS_hg19_HS  
ENCFF001VYT_hg19_HS  
ENCFF001VYU_hg19_HS  
ENCFF001VYV_hg19_HS  
ENCFF001VYW_hg19_HS  
ENCFF001VYX_hg19_HS  
ENCFF001VYY_hg19_HS  
ENCFF001VYZ_hg19_HS  
ENCFF001VZA_hg19_HS  
ENCFF001VZB_hg19_HS  
ENCFF001VZC_hg19_HS  
ENCFF001VZD_hg19_HS  
ENCFF001VZE_hg19_HS  
ENCFF001VZF_hg19_HS  
ENCFF001VZG_hg19_HS  
ENCFF001VZH_hg19_HS  
ENCFF001VZI_hg19_HS  
ENCFF001VZJ_hg19_HS  
ENCFF001VZK_hg19_HS  
ENCFF001VZL_hg19_HS  
ENCFF001VZM_hg19_HS  
ENCFF001VZN_hg19_HS  
ENCFF001VZO_hg19_HS  
ENCFF001VZP_hg19_HS  
ENCFF001VZQ_hg19_HS  
ENCFF001VZR_hg19_HS  
ENCFF001VZS_hg19_HS  
ENCFF001VZT_hg19_HS  
ENCFF001VZU_hg19_HS  
ENCFF001VZV_hg19_HS  
ENCFF001VZW_hg19_HS  
ENCFF001VZX_hg19_HS  
ENCFF001VZY_hg19_HS  
ENCFF001VZZ_hg19_HS  
ENCFF001WAA_hg19_HS  
ENCFF001WAB_hg19_HS  
ENCFF001WAC_hg19_HS  
ENCFF001WAD_hg19_HS  
ENCFF001WAE_hg19_HS  
ENCFF001WAF_hg19_HS  
ENCFF001WAG_hg19_HS  
ENCFF001WAH_hg19_HS  
ENCFF001WAI_hg19_HS  
ENCFF001WAJ_hg19_HS  
ENCFF001WAK_hg19_HS  
ENCFF001WAL_hg19_HS  
ENCFF001WAM_hg19_HS  
ENCFF001WAN_hg19_HS  
ENCFF001WAO_hg19_HS  
ENCFF001WAP_hg19_HS  
ENCFF001WAQ_hg19_HS  
ENCFF001WAR_hg19_HS  
ENCFF001WAS_hg19_HS  
ENCFF001WAT_hg19_HS  
ENCFF001WAU_hg19_HS  
ENCFF001WAV_hg19_HS  
ENCFF001WAW_hg19_HS  
ENCFF001WAX_hg19_HS  
ENCFF001WAY_hg19_HS  
ENCFF001WAZ_hg19_HS  
ENCFF001WBA_hg19_HS  
ENCFF001WBB_hg19_HS  
ENCFF001WBC_hg19_HS  
ENCFF001WBD_hg19_HS  
ENCFF001WBE_hg19_HS  
ENCFF001WBJ_hg19_HS  
ENCFF001WBK_hg19_HS  
ENCFF001WBL_hg19_HS  
ENCFF001WBM_hg19_HS  
ENCFF001WBN_hg19_HS  
ENCFF001WBO_hg19_HS  
ENCFF001WBR_hg19_HS  
ENCFF001WBS_hg19_HS  
ENCFF001WBT_hg19_HS  
ENCFF001WBU_hg19_HS  
ENCFF001WBV_hg19_HS  
ENCFF001WBW_hg19_HS  
ENCFF001WBX_hg19_HS  
ENCFF001WBY_hg19_HS  
ENCFF001WBZ_hg19_HS  
ENCFF001WCA_hg19_HS  
ENCFF001WCB_hg19_HS  
ENCFF001WCC_hg19_HS  
ENCFF001WCD_hg19_HS  
ENCFF001WCE_hg19_HS  
ENCFF001WCF_hg19_HS  
ENCFF001WCG_hg19_HS  
ENCFF001WCH_hg19_HS  
ENCFF001WCI_hg19_HS  
ENCFF001WCJ_hg19_HS  
ENCFF001WCK_hg19_HS  
ENCFF001WCL_hg19_HS  
ENCFF001WCM_hg19_HS  
ENCFF001WCN_hg19_HS  
ENCFF001WCO_hg19_HS  
ENCFF001WCP_hg19_HS  
ENCFF001WCQ_hg19_HS  
ENCFF001WCR_hg19_HS  
ENCFF001WCS_hg19_HS  
ENCFF001WCT_hg19_HS  
ENCFF001WCU_hg19_HS  
ENCFF001WCV_hg19_HS  
ENCFF001WCW_hg19_HS  
ENCFF001WCX_hg19_HS  
ENCFF001WCY_hg19_HS  
ENCFF001WCZ_hg19_HS  
ENCFF001WDA_hg19_HS  
ENCFF001WDB_hg19_HS  
ENCFF001WDC_hg19_HS  
ENCFF001WDD_hg19_HS  
ENCFF001WDE_hg19_HS  
ENCFF001WDF_hg19_HS  
ENCFF001WDG_hg19_HS  
ENCFF001WDH_hg19_HS  
ENCFF001WDI_hg19_HS  
ENCFF001WDJ_hg19_HS  
ENCFF001WDK_hg19_HS  
ENCFF001WDL_hg19_HS  
ENCFF001WDM_hg19_HS  
ENCFF001WDN_hg19_HS  
ENCFF001WDO_hg19_HS  
ENCFF001WDP_hg19_HS  
ENCFF001WDQ_hg19_HS  
ENCFF001WDR_hg19_HS  
ENCFF001WDS_hg19_HS  
ENCFF001WDT_hg19_HS  
ENCFF001WDU_hg19_HS  
ENCFF001WDV_hg19_HS  
ENCFF001WDW_hg19_HS  
ENCFF001WDX_hg19_HS  
ENCFF001WDY_hg19_HS  
ENCFF001WDZ_hg19_HS  
ENCFF001WEA_hg19_HS  
ENCFF001WEB_hg19_HS  
ENCFF001WEC_hg19_HS  
ENCFF001WED_hg19_HS  
ENCFF001WEE_hg19_HS  
ENCFF001WEF_hg19_HS  
ENCFF001WEG_hg19_HS  
ENCFF001WEH_hg19_HS  
ENCFF001WEI_hg19_HS  
ENCFF001WEJ_hg19_HS  
ENCFF001WEK_hg19_HS  
ENCFF001WEL_hg19_HS  
ENCFF001WEM_hg19_HS  
ENCFF001WEN_hg19_HS  
ENCFF001WEO_hg19_HS  
ENCFF001WEP_hg19_HS  
ENCFF001WEQ_hg19_HS  
ENCFF001WER_hg19_HS  
ENCFF001WES_hg19_HS  
ENCFF001WET_hg19_HS  
ENCFF001WEU_hg19_HS  
ENCFF001WEX_hg19_HS  
ENCFF001WEY_hg19_HS  
ENCFF001WEZ_hg19_HS  
ENCFF001WFA_hg19_HS  
ENCFF001WFB_hg19_HS  
ENCFF001WFC_hg19_HS  
ENCFF001WFD_hg19_HS  
ENCFF001WFE_hg19_HS  
ENCFF001WFF_hg19_HS  
ENCFF001WFG_hg19_HS  
ENCFF001WFH_hg19_HS  
ENCFF001WFI_hg19_HS  
ENCFF001WFJ_hg19_HS  
ENCFF001WFK_hg19_HS  
ENCFF001WFL_hg19_HS  
ENCFF001WFM_hg19_HS  
ENCFF001WFN_hg19_HS  
ENCFF001WFO_hg19_HS  
ENCFF001WFP_hg19_HS  
ENCFF001WFQ_hg19_HS  
ENCFF001WFR_hg19_HS  
ENCFF001WFS_hg19_HS  
ENCFF001WFT_hg19_HS  
ENCFF001WFU_hg19_HS  
ENCFF001WFV_hg19_HS  
ENCFF001WFW_hg19_HS  
ENCFF001WFX_hg19_HS  
ENCFF001WFY_hg19_HS  
ENCFF001WFZ_hg19_HS  
ENCFF001WGA_hg19_HS  
ENCFF001WGH_hg19_HS  
ENCFF001WGI_hg19_HS  
ENCFF001WGJ_hg19_HS  
ENCFF001WGK_hg19_HS  
ENCFF001WGL_hg19_HS  
ENCFF001WGM_hg19_HS  
ENCFF001WGN_hg19_HS  
ENCFF001WGO_hg19_HS  
ENCFF001WGP_hg19_HS  
ENCFF001WGQ_hg19_HS  
ENCFF001WGR_hg19_HS  
ENCFF001WGS_hg19_HS  
ENCFF001WGT_hg19_HS  
ENCFF001WGU_hg19_HS  
ENCFF001WGV_hg19_HS  
ENCFF001WGW_hg19_HS  
ENCFF001WGX_hg19_HS  
ENCFF001WGY_hg19_HS  
ENCFF001WGZ_hg19_HS  
ENCFF001WHA_hg19_HS  
ENCFF001WHB_hg19_HS  
ENCFF001WHC_hg19_HS  
ENCFF001WHD_hg19_HS  
ENCFF001WHE_hg19_HS  
ENCFF001WHF_hg19_HS  
ENCFF001WHG_hg19_HS  
ENCFF001WHH_hg19_HS  
ENCFF001WHI_hg19_HS  
ENCFF001WHN_hg19_HS  
ENCFF001WHO_hg19_HS  
ENCFF001WHP_hg19_HS  
ENCFF001WHQ_hg19_HS  
ENCFF001WHR_hg19_HS  
ENCFF001WHS_hg19_HS  
ENCFF001WHT_hg19_HS  
ENCFF001WHU_hg19_HS  
ENCFF001WHV_hg19_HS  
ENCFF001WHW_hg19_HS  
ENCFF001WHX_hg19_HS  
ENCFF001WHY_hg19_HS  
ENCFF001WHZ_hg19_HS  
ENCFF001WIA_hg19_HS  
ENCFF001WIB_hg19_HS  
ENCFF001WIC_hg19_HS  
ENCFF001WID_hg19_HS  
ENCFF001WIE_hg19_HS  
ENCFF001WIF_hg19_HS  
ENCFF001WIG_hg19_HS  
ENCFF001WIH_hg19_HS  
ENCFF001WII_hg19_HS  
ENCFF001WIJ_hg19_HS  
ENCFF001WIK_hg19_HS  
ENCFF001WIL_hg19_HS  
ENCFF001WIM_hg19_HS  
ENCFF001WIN_hg19_HS  
ENCFF001WIO_hg19_HS  
ENCFF001WIP_hg19_HS  
ENCFF001WIQ_hg19_HS  
ENCFF001WIR_hg19_HS  
ENCFF001WIS_hg19_HS  
ENCFF001WIT_hg19_HS  
ENCFF001WIU_hg19_HS  
ENCFF001WIV_hg19_HS  
ENCFF001WIW_hg19_HS  
ENCFF001WIX_hg19_HS  
ENCFF001WIY_hg19_HS  
ENCFF001WIZ_hg19_HS  
ENCFF001WJA_hg19_HS  
ENCFF001WJB_hg19_HS  
ENCFF001WJC_hg19_HS  
ENCFF001WJD_hg19_HS  
ENCFF001WJE_hg19_HS  
ENCFF001WJF_hg19_HS  
ENCFF001WJG_hg19_HS  
ENCFF001WJH_hg19_HS  
ENCFF001WJI_hg19_HS  
ENCFF001WJJ_hg19_HS  
ENCFF001WJK_hg19_HS  
ENCFF001WJL_hg19_HS  
ENCFF001WJM_hg19_HS  
ENCFF001WJN_hg19_HS  
ENCFF001WJO_hg19_HS  
ENCFF001WJP_hg19_HS  
ENCFF001WJQ_hg19_HS  
ENCFF001WJR_hg19_HS  
ENCFF001WJS_hg19_HS  
ENCFF001WJT_hg19_HS  
ENCFF001WJU_hg19_HS  
ENCFF001WJV_hg19_HS  
ENCFF001WJW_hg19_HS  
ENCFF001WJX_hg19_HS  
ENCFF001WJY_hg19_HS  
ENCFF001WKD_hg19_HS  
ENCFF001WKE_hg19_HS  
ENCFF001WKF_hg19_HS  
ENCFF001WKG_hg19_HS  
ENCFF001WKH_hg19_HS  
ENCFF001WKI_hg19_HS  
ENCFF001WKJ_hg19_HS  
ENCFF001WKK_hg19_HS  
ENCFF001WKL_hg19_HS  
ENCFF001WKM_hg19_HS  
ENCFF001WKN_hg19_HS  
ENCFF001WKO_hg19_HS  
ENCFF001WKP_hg19_HS  
ENCFF001WKQ_hg19_HS  
ENCFF001WKR_hg19_HS  
ENCFF001WKS_hg19_HS  
ENCFF001WKT_hg19_HS  
ENCFF001WKU_hg19_HS  
ENCFF001WKV_hg19_HS  
ENCFF001WKW_hg19_HS  
ENCFF001WKX_hg19_HS  
ENCFF001WKY_hg19_HS  
ENCFF001WKZ_hg19_HS  
ENCFF001WLA_hg19_HS  
ENCFF001WLB_hg19_HS  
ENCFF001WLC_hg19_HS  
ENCFF001WLD_hg19_HS  
ENCFF001WLE_hg19_HS  
ENCFF001WLF_hg19_HS  
ENCFF001WLG_hg19_HS  
ENCFF001WLH_hg19_HS  
ENCFF001WLI_hg19_HS  
ENCFF001WLL_hg19_HS  
ENCFF001WLM_hg19_HS  
ENCFF001WLN_hg19_HS  
ENCFF001WLO_hg19_HS  
ENCFF001WLP_hg19_HS  
ENCFF001WLQ_hg19_HS  
ENCFF001WLR_hg19_HS  
ENCFF001WLS_hg19_HS  
ENCFF001WLT_hg19_HS  
ENCFF001WLU_hg19_HS  
ENCFF001WLV_hg19_HS  
ENCFF001WLW_hg19_HS  
ENCFF001WLX_hg19_HS  
ENCFF001WLY_hg19_HS  
ENCFF001WLZ_hg19_HS  
ENCFF001WMA_hg19_HS  
ENCFF001WMB_hg19_HS  
ENCFF001WMC_hg19_HS  
ENCFF001WMD_hg19_HS  
ENCFF001WME_hg19_HS  
ENCFF001WMJ_hg19_HS  
ENCFF001WMK_hg19_HS  
ENCFF001WML_hg19_HS  
ENCFF001WMM_hg19_HS  
ENCFF001WMN_hg19_HS  
ENCFF001WMO_hg19_HS  
ENCFF001WMP_hg19_HS  
ENCFF001WMQ_hg19_HS  
ENCFF001WMR_hg19_HS  
ENCFF001WMS_hg19_HS  
ENCFF001WMT_hg19_HS  
ENCFF001WMU_hg19_HS  
ENCFF001WMV_hg19_HS  
ENCFF001WMW_hg19_HS  
ENCFF001WMX_hg19_HS  
ENCFF001WMY_hg19_HS  
ENCFF001WMZ_hg19_HS  
ENCFF001WNA_hg19_HS  
ENCFF001WNB_hg19_HS  
ENCFF001WNC_hg19_HS  
ENCFF001WND_hg19_HS  
ENCFF001WNE_hg19_HS  
ENCFF001WNF_hg19_HS  
ENCFF001WNG_hg19_HS  
ENCFF001WNH_hg19_HS  
ENCFF001WNI_hg19_HS  
ENCFF001WNJ_hg19_HS  
ENCFF001WNK_hg19_HS  
ENCFF001WNL_hg19_HS  
ENCFF001WNM_hg19_HS  
ENCFF001WNN_hg19_HS  
ENCFF001WNO_hg19_HS  
ENCFF001WOZ_hg19_HS  
ENCFF001WPA_hg19_HS  
ENCFF001WPB_hg19_HS  
ENCFF001WPC_hg19_HS  
ENCFF001WPD_hg19_HS  
ENCFF001WPE_hg19_HS  
ENCFF001WPF_hg19_HS  
ENCFF001WPG_hg19_HS  
ENCFF001WPH_hg19_HS  
ENCFF001WPI_hg19_HS  
ENCFF001WPJ_hg19_HS  
ENCFF001WPK_hg19_HS  
ENCFF001WPL_hg19_HS  
ENCFF001WPM_hg19_HS  
ENCFF001WPN_hg19_HS  
ENCFF001WPO_hg19_HS  
ENCFF001WPP_hg19_HS  
ENCFF001WPQ_hg19_HS  
ENCFF001WPR_hg19_HS  
ENCFF001WPS_hg19_HS  
ENCFF001WPT_hg19_HS  
ENCFF001WPU_hg19_HS  
ENCFF001WPV_hg19_HS  
ENCFF001WPW_hg19_HS  
ENCFF001WPX_hg19_HS  
ENCFF001WPY_hg19_HS  
ENCFF001WPZ_hg19_HS  
ENCFF001WQA_hg19_HS  
ENCFF001WQE_hg19_HS  
ENCFF001WQG_hg19_HS  
ENCFF001WQH_hg19_HS  
ENCFF001WQI_hg19_HS  
ENCFF001WQJ_hg19_HS  
ENCFF001WQK_hg19_HS  
ENCFF001WQL_hg19_HS  
ENCFF001WQM_hg19_HS  
ENCFF001WQN_hg19_HS  
ENCFF001WQO_hg19_HS  
ENCFF001WQP_hg19_HS  
ENCFF001WQQ_hg19_HS  
ENCFF001WQR_hg19_HS  
ENCFF001WQS_hg19_HS  
ENCFF001WQT_hg19_HS  
ENCFF001WQU_hg19_HS  
ENCFF001WQV_hg19_HS  
ENCFF001WQW_hg19_HS  
ENCFF001WQX_hg19_HS  
ENCFF001WQY_hg19_HS  
ENCFF001WQZ_hg19_HS  
ENCFF001WRA_hg19_HS  
ENCFF001WRB_hg19_HS  
ENCFF001WRC_hg19_HS  
ENCFF001WRD_hg19_HS  
ENCFF001WRE_hg19_HS  
ENCFF001WRF_hg19_HS  
ENCFF001WRG_hg19_HS  
ENCFF001WRH_hg19_HS  
ENCFF001WRI_hg19_HS  
ENCFF001WRJ_hg19_HS  
ENCFF001WRK_hg19_HS  
ENCFF001WRL_hg19_HS  
ENCFF001WRM_hg19_HS  
ENCFF001WRN_hg19_HS  
ENCFF001WRO_hg19_HS  
ENCFF001WRP_hg19_HS  
ENCFF001WRQ_hg19_HS  
ENCFF001WRR_hg19_HS  
ENCFF001WRS_hg19_HS  
ENCFF001WRT_hg19_HS  
ENCFF001WRU_hg19_HS  
ENCFF001WRV_hg19_HS  
ENCFF001WRW_hg19_HS  
ENCFF001WRX_hg19_HS  
ENCFF001WRY_hg19_HS  
ENCFF001WRZ_hg19_HS  
ENCFF001WSA_hg19_HS  
ENCFF001WSB_hg19_HS  
ENCFF001WSC_hg19_HS  
ENCFF001WSD_hg19_HS  
ENCFF001WSE_hg19_HS  
ENCFF001WSF_hg19_HS  
ENCFF001WSG_hg19_HS  
ENCFF001WSH_hg19_HS  
ENCFF001WSI_hg19_HS  
ENCFF001WSJ_hg19_HS  
ENCFF001WSK_hg19_HS  
ENCFF001WSL_hg19_HS  
ENCFF001WSM_hg19_HS  
ENCFF001WSN_hg19_HS  
ENCFF001WSO_hg19_HS  
ENCFF001WST_hg19_HS  
ENCFF001WSU_hg19_HS  
ENCFF001WSV_hg19_HS  
ENCFF001WSW_hg19_HS  
ENCFF001WSX_hg19_HS  
ENCFF001WSY_hg19_HS  
ENCFF001WSZ_hg19_HS  
ENCFF001WTA_hg19_HS  
ENCFF001WTB_hg19_HS  
ENCFF001WTC_hg19_HS  
ENCFF001WTD_hg19_HS  
ENCFF001WTE_hg19_HS  
ENCFF001WTF_hg19_HS  
ENCFF001WTG_hg19_HS  
ENCFF001WTH_hg19_HS  
ENCFF001WTI_hg19_HS  
ENCFF001WTN_hg19_HS  
ENCFF001WTO_hg19_HS  
ENCFF001WTP_hg19_HS  
ENCFF001WTQ_hg19_HS  
ENCFF001WTT_hg19_HS  
ENCFF001WTU_hg19_HS  
ENCFF001WTV_hg19_HS  
ENCFF001WTW_hg19_HS  
ENCFF001WTZ_hg19_HS  
ENCFF001WUA_hg19_HS  
ENCFF001WUB_hg19_HS  
ENCFF001WUC_hg19_HS  
ENCFF001WUD_hg19_HS  
ENCFF001WUE_hg19_HS  
ENCFF001WUF_hg19_HS  
ENCFF001WUG_hg19_HS  
ENCFF001WUH_hg19_HS  
ENCFF001WUI_hg19_HS  
ENCFF001WUJ_hg19_HS  
ENCFF001WUK_hg19_HS  
ENCFF002LQH_hg19_HS  
ENCFF003GKO_hg19_HS  
ENCFF004KSX_hg19_HS  
ENCFF004VUO_hg19_HS  
ENCFF007HYJ_hg19_HS  
ENCFF007TSW_hg19_HS  
ENCFF008BVZ_hg19_HS  
ENCFF008INE_hg19_HS  
ENCFF009YOD_hg19_HS  
ENCFF010OHD_hg19_HS  
ENCFF010UMG_hg19_HS  
ENCFF010UOM_hg19_HS  
ENCFF012LUH_hg19_HS  
ENCFF013CXH_hg19_HS  
ENCFF013FRI_hg19_HS  
ENCFF013WHM_hg19_HS  
ENCFF013XEB_hg19_HS  
ENCFF014ARU_hg19_HS  
ENCFF014GDJ_hg19_HS  
ENCFF014POT_hg19_HS  
ENCFF015LNH_hg19_HS  
ENCFF015RDD_hg19_HS  
ENCFF016DSD_hg19_HS  
ENCFF016WAX_hg19_HS  
ENCFF017LTI_hg19_HS  
ENCFF020CZZ_hg19_HS  
ENCFF020LBO_hg19_HS  
ENCFF022EEQ_hg19_HS  
ENCFF022JSO_hg19_HS  
ENCFF023JQN_hg19_HS  
ENCFF024IIA_hg19_HS  
ENCFF024SOO_hg19_HS  
ENCFF026EVC_hg19_HS  
ENCFF026SFK_hg19_HS  
ENCFF026TSO_hg19_HS  
ENCFF027EDA_hg19_HS  
ENCFF028NIS_hg19_HS  
ENCFF029UKU_hg19_HS  
ENCFF030GMT_hg19_HS  
ENCFF030ULI_hg19_HS  
ENCFF031EZZ_hg19_HS  
ENCFF031MPR_hg19_HS  
ENCFF032WYM_hg19_HS  
ENCFF033JMX_hg19_HS  
ENCFF033UGB_hg19_HS  
ENCFF034VGR_hg19_HS  
ENCFF034YQE_hg19_HS  
ENCFF036RJE_hg19_HS  
ENCFF036RWK_hg19_HS  
ENCFF036YYS_hg19_HS  
ENCFF037FNG_hg19_HS  
ENCFF037IEY_hg19_HS  
ENCFF037TRO_hg19_HS  
ENCFF037XOG_hg19_HS  
ENCFF037YGC_hg19_HS  
ENCFF038DKE_hg19_HS  
ENCFF038OYK_hg19_HS  
ENCFF040AAB_hg19_HS  
ENCFF040PZU_hg19_HS  
ENCFF040ZVN_hg19_HS  
ENCFF041NUD_hg19_HS  
ENCFF043JEV_hg19_HS  
ENCFF043JFY_hg19_HS  
ENCFF045PYX_hg19_HS  
ENCFF046LGK_hg19_HS  
ENCFF046QLK_hg19_HS  
ENCFF047BMP_hg19_HS  
ENCFF048QCX_hg19_HS  
ENCFF049MBS_hg19_HS  
ENCFF049XKN_hg19_HS  
ENCFF050DXR_hg19_HS  
ENCFF050ENI_hg19_HS  
ENCFF050KLL_hg19_HS  
ENCFF051JWD_hg19_HS  
ENCFF051OCT_hg19_HS  
ENCFF052MSZ_hg19_HS  
ENCFF052ZQN_hg19_HS  
ENCFF053GCY_hg19_HS  
ENCFF053TOL_hg19_HS  
ENCFF054JNM_hg19_HS  
ENCFF054UBW_hg19_HS  
ENCFF054VNO_hg19_HS  
ENCFF055NIS_hg19_HS  
ENCFF055WAE_hg19_HS  
ENCFF056OBW_hg19_HS  
ENCFF056ZXP_hg19_HS  
ENCFF057CCO_hg19_HS  
ENCFF057GLN_hg19_HS  
ENCFF057IRD_hg19_HS  
ENCFF057OMT_hg19_HS  
ENCFF058MSN_hg19_HS  
ENCFF058QFM_hg19_HS  
ENCFF058TRU_hg19_HS  
ENCFF059RSQ_hg19_HS  
ENCFF060JZA_hg19_HS  
ENCFF060OQR_hg19_HS  
ENCFF061IDT_hg19_HS  
ENCFF061UXT_hg19_HS  
ENCFF062JJA_hg19_HS  
ENCFF062NOL_hg19_HS  
ENCFF063DTT_hg19_HS  
ENCFF064JZR_hg19_HS  
ENCFF064KOE_hg19_HS  
ENCFF064SEK_hg19_HS  
ENCFF065TZD_hg19_HS  
ENCFF066GCS_hg19_HS  
ENCFF066IBF_hg19_HS  
ENCFF067CKQ_hg19_HS  
ENCFF067IWG_hg19_HS  
ENCFF067OMU_hg19_HS  
ENCFF067SRV_hg19_HS  
ENCFF068ZVJ_hg19_HS  
ENCFF069GYO_hg19_HS  
ENCFF069YBP_hg19_HS  
ENCFF070ZJT_hg19_HS  
ENCFF071BRM_hg19_HS  
ENCFF071FKI_hg19_HS  
ENCFF071RMN_hg19_HS  
ENCFF072MEC_hg19_HS  
ENCFF072OUO_hg19_HS  
ENCFF072PDN_hg19_HS  
ENCFF073OXD_hg19_HS  
ENCFF074QAQ_hg19_HS  
ENCFF074QJE_hg19_HS  
ENCFF075CGP_hg19_HS  
ENCFF077SFE_hg19_HS  
ENCFF077ZRM_hg19_HS  
ENCFF079DJV_hg19_HS  
ENCFF079ELS_hg19_HS  
ENCFF080TWC_hg19_HS  
ENCFF082AUS_hg19_HS  
ENCFF082BQJ_hg19_HS  
ENCFF082JST_hg19_HS  
ENCFF082LTL_hg19_HS  
